Reviews,ID,Rating,Product
"overall, it is great, but sometime it have a bit malfunction",9276,negative,Apple AirPods (2nd Generation)
these things are not compatible with windows 10 or android devices!!! i am sure that it is by design. apple has always been an elitist outfit and considers us non-apple users inferior.,9277,negative,Apple AirPods (2nd Generation)
unfortunately the earbuds are too large for my ears. someone just told me the noise cancelling ones are smaller but i already threw out the box soni guess inam stuck with them.,9278,negative,Apple AirPods (2nd Generation)
package was not wrapped in plastic. look like it was opened and the new airpods replaced with used ones.,9279,negative,Apple AirPods (2nd Generation)
,9280,negative,Apple AirPods (2nd Generation)
"
                    the media could not be loaded.
                ",9281,negative,Apple AirPods (2nd Generation)
" just got these last week. it just stop connecting to my iphone, nothing i do seems to be working. i’ve tried resetting it but it won’t even let me do that. the white light just stays on",9282,negative,Apple AirPods (2nd Generation)
came broken,9283,negative,Apple AirPods (2nd Generation)
for the side that did work it sounded amazing but the other side didn’t work no matter what i did. so it’s basically useless. thanks🖕🏾,9284,negative,Apple AirPods (2nd Generation)
quit working after 3 months,9285,negative,Apple AirPods (2nd Generation)
air pods sound quality stopped working after 2 months. the description said they were supposed to work for two years. the first pair i purchased for my daughter prior to this purchase works fine.,9286,negative,Apple AirPods (2nd Generation)
"i've only had these for one day and they cut out all the time. not reliable at all, i'm returning them.",9287,negative,Apple AirPods (2nd Generation)
"for about the first 6 months, the airpods work great, no problems, no nothing. but after about 6 months of use, the sound on the airpods start to get really quiet to the point that full blast sounds like it’s only at 45-50% (and yes i do clean my airpods). for the amount of money i paid for these, i’m strongly disappointed that i couldn’t go a full year without having problems.",9288,negative,Apple AirPods (2nd Generation)
i also need to return the $19.00 charge for insurance on these,9289,negative,Apple AirPods (2nd Generation)
i’ve had my airpods since march of this year. for the last month the left side will not hold a charge no matter what i try. i’m really upset about this,9290,negative,Apple AirPods (2nd Generation)
i ordered and reordered this item. both times it was defective in terms of the battery not charging and the one earpiece not working despite reset.  i was warned that buying apple products from amazon might be an issue and now i can see why.,9291,negative,Apple AirPods (2nd Generation)
ordered pods. lasted a couple weeks and one failed. got replacement and lasted a couple weeks and failed again.,9292,negative,Apple AirPods (2nd Generation)
"the right airpod barely works, but charging case is very nice, and the left airpod is ok",9293,negative,Apple AirPods (2nd Generation)
purchased these airpods on 9/20/2020 but the actual purchase on them were 9/2019 which voids applecare warranty and the 1 year standard warranty.,9294,negative,Apple AirPods (2nd Generation)
don’t stay in your ears and are not comfortable. don’t waste your money,9295,negative,Apple AirPods (2nd Generation)
opened my amazon box then saw the airpods box had no plastic around it open the box and it’s empty highly disappointed i work 10hr shifts and comes home to this just had to take my lunch break to go buy in store,9296,negative,Apple AirPods (2nd Generation)
no llego estos audífonos en el pedido,9297,negative,Apple AirPods (2nd Generation)
,9298,negative,Apple AirPods (2nd Generation)
"after a year of working well, the microphones just stopped working. none of apples support recommendations helped. i have not discovered a way to get support from amazon.",9299,negative,Apple AirPods (2nd Generation)
"airpods from apple work seamlessly, perfectly fine with an iphone. however, they keep disconnecting, at times even during the calls on zoom or teams. even connecting it to bluetooth is so troublesome that i have to restart the system to get it to work. i am not the only person who has faced this issue; i have checked with four friends of mine, who also have faced the same problem.either windows or apple is deliberately screwing up the system to not allow this thing to work seamlessly with windows. overall, it is impossible to fathom that apple can't figure out bluetooth for windows pc.there is no doubt that it took decades for other firms, and yet they couldn't figure out the shape of the ears and design a comfortable handsfree for human ear. the airpod design even from the wired stage, is the first and even now as well, the only one which fits comfortably in the human ear without causing a feling of pluggedness.it is a pity that i had to return this product.",9300,negative,Apple AirPods (2nd Generation)
received a scratched up case and the airpods lose connection constantly and break up a lot. do not buy. these are not up to working conditions.,9301,negative,Apple AirPods (2nd Generation)
terrible. very static. these are fake,9302,negative,Apple AirPods (2nd Generation)
i bought 2 sets and both stopped working within 4 months. i was told i was unable to return them.,9303,negative,Apple AirPods (2nd Generation)
the item is ok but it’s not that good. don’t waste your money. your ears start to hurt for awhile after having them in for a certain amount of times.,9304,negative,Apple AirPods (2nd Generation)
only one headphone work. i am so sad,9305,negative,Apple AirPods (2nd Generation)
it is not very snug in your year.  comes off easily. wish had something over the year to be secure.  would like volume control on the unit.,9306,negative,Apple AirPods (2nd Generation)
"the arrived without cellophane and opened. the charging wire was tangled and they were clearly used. when we turned them on, there was a name attached to them already (jung’s airpods). the charging case is flimsy and feels fake. i am returning these and i am very, very disappointed. they were intended to be a gift for my daughter.",9307,negative,Apple AirPods (2nd Generation)
the right ear pod isn’t working well,9308,negative,Apple AirPods (2nd Generation)
had these for less than 2 months and they are already don’t work.,9309,negative,Apple AirPods (2nd Generation)
just last night ..only had these  6 months??,9310,negative,Apple AirPods (2nd Generation)
"wasn’t able to use them, kept disconnecting from the device..",9311,negative,Apple AirPods (2nd Generation)
these are not real air pops they are knock offs. i didnt notice until i got myself a pair from mac.  they are built ok and do work. but not worth $130.00.,9312,negative,Apple AirPods (2nd Generation)
"my airpods randomly cut out at times , the sound is so low in my ears even when it’s all the up on my phone . people can hear my music from my airpods.",9313,negative,Apple AirPods (2nd Generation)
"they have good quality but they lose connection far too often. i’m a very active person and these headphones can’t keep up. when i go on runs or workout in general, the headphones will stop playing music, which requires me to pull out my phone to play it. the right bud also frequently loses connection causing my music to stop. not worth it.",9314,negative,Apple AirPods (2nd Generation)
these are used airpods. i received a box that looked like it had been in the garbage and the airpods themselves were dirty. i was not expecting used airpods and i even checked the description to make sure i didn’t miss anything. no where did it say they were going to be used or refurbished. so i contacted support. i asked why the item was used and it didn’t say it was on the description and the rep really made it seem like they did not want to answer my question and just asked me if i could return the item. i asked if they were authentic apple airpods and if they would be new and she said yes so i agreed to get a replacement. the replacement was also a used or refurbished pair. oh and the original pair i received wouldn’t even pair to my iphone. i’ve returned both sets and am still waiting for a refund weeks after i returned them.,9315,negative,Apple AirPods (2nd Generation)
"disappointed more in the product was delivered. open box item. the airpods looked new, so i tried them and the sound is ok. bluetooth connection in calls is not the best, but is decent. siri helps a lot with hands free phone calls and text. awesome feature. not much difference from first gen though. will return for replacement as i may have gotten a defective item with the on off bluetooth call connections. battery life isn’t the greatest but you get a good 3-4 hours when new. charging case battery 1 star. 2 charges and done, not cool. again i may have gotten a defective item, i’ll try again after i get a brand new set!!!",9316,negative,Apple AirPods (2nd Generation)
product worked great for one month and of course the 30 day return policy was up they passed the buck onto apple and of course they were a lot more helpful than amazon!! buyers beware!!,9317,negative,Apple AirPods (2nd Generation)
"bought it in june and now only one earpod works. no sound from left one and i have tried all: reset, clean repeat.",9318,negative,Apple AirPods (2nd Generation)
"sometimes they work, and other days not. we need to remedy the issue.",9319,negative,Apple AirPods (2nd Generation)
they worked well until they exploded,9320,negative,Apple AirPods (2nd Generation)
"i’ve purchased this product twice from amazon and was about to order a third time as a gift until i realized they start to lose sound quality extremely early. they work fine when they first arrive for about a month. after that, they get extremely low and watching movies and videos or listening to music becomes less enjoyable because i’m struggling to hear. i’m very dissatisfied because they are $140 a pair and i’ve already gone through 2 pair in less than 4 months. i will not be ordering again.",9321,negative,Apple AirPods (2nd Generation)
only had these airpods for a month and the case stopped charging. waste of money.,9322,negative,Apple AirPods (2nd Generation)
"when it comes to sound and appearance, the apple airpods are excellent earbuds. however, during workouts, i experienced having issues keeping them in my ears properly. very frustrating having to readjust them every 15-30 seconds while i’m out for a jog. if you’re needing earbuds for a casual walk or long trips, these are the perfect investment. if you’re needing a pair for workouts and runs, i would purchase a different pair.",9323,negative,Apple AirPods (2nd Generation)
did not charge or pair. i returned them.,9324,negative,Apple AirPods (2nd Generation)
"overpriced! buy skull candy sesh xt evo’s! better quality for less than half the price! the old sesh’s sucked, but the xts last for 5hrs and the case lasts for like 24hrs. i had a flight to vegas with a layover, i didn’t charge them once and i listened to music the entire time. they also have great bass and volume and work really well for phone calls. i’ve used people’s airpods and i was not impressed with the low quality of them for how ridiculously expensive they are. then i found the sesh xt evo’s and i don’t think i’ll ever buy anything from overpriced apple! the only reason i have an iphone is because my sister gave me this phone for free when she switched carriers.",9325,negative,Apple AirPods (2nd Generation)
stopped working after 2.5 months :(,9326,negative,Apple AirPods (2nd Generation)
after a few months of use the volume won’t turn up. when i am at the gym i hear the gym speakers over the music i am playing.,9327,negative,Apple AirPods (2nd Generation)
these are great earbuds... if you only use them with apple devices!! ive tried using these with my windows computer for watching videos/ movies and the bluetooth keeps dropping out cutting off my audio entirley until i disconnect and reconnect. and i know its this cause ive used them with my iphone for hours and they work just fine. so if youre going to use these on things that arent made by apple go look somewhere else dont waste youre money,9328,negative,Apple AirPods (2nd Generation)
purchased 5 months ago and worked well for three. right airpod stopped working.,9329,negative,Apple AirPods (2nd Generation)
"the first pair i got i could not answer or hang up calls with one tap or 2 taps.  i reset them a couple of times, watched you tube videos to be sure i did this right - to no avail.  i would have to run around looking for my phone to answer it while wearing the air pods.  siri worked fine sending and receiving messages however, music and listening to podcasts was ok also.  so i sent the first pair back to amazon and got another set.  same problem again!  very frustrating. i sent those back and amazon refunded my purchase price.  can't figure it out but not good for me.",9330,negative,Apple AirPods (2nd Generation)
"worst apple product i have every owned. it works when it connects properly - 50:50 chance most days. i messed for days with it,looking ip troubleshoots and getting frustrated when one of the buds would disconnect simply because of static or a tiny earring clicking against it. worst money i’ve ever spent. should have sent it back when the return window was still open. now i’ll just use it on day when i have patience to get it to work. will never purchase a new pair of these and would not recommend. i literally am typing this, while i have my old cord headphones attached to the phone, at least they work foolproof. save your money, do not get these",9331,negative,Apple AirPods (2nd Generation)
i don't feel that these headphones are super loud nor are they sound canceling. i also have issues with connecting them via bluetooth to my computer,9332,negative,Apple AirPods (2nd Generation)
"really like them when they work, only had them two months but the three times now the left one did not connect, have had to plug them in to charge and that seems to reset it, one time both went off even though they said connected so i choose “forget this device” then connected again. that’s a lot to go wrong in two months, especially because they haven’t been used every day or even for more than 8 hrs at any given day. disappointing but i guess i only paid $135 so not premium price. didn’t want the newest ones as that style doesn’t fit my ears comfortably.",9333,negative,Apple AirPods (2nd Generation)
"the materials do not feel like genuine apple headphones, quality is not great for sound or microphone. i'm pretty sure this is counterfeit. does not compare to my other set of airpods of the same type that i purchased in a store.",9334,negative,Apple AirPods (2nd Generation)
"the longer i have them (and i haven't had them long, too long to return) the worse they get!!!! i can make about 10 calls and then they sound horrible....they sound like there is such a bad connection and garbled....very disappointed in these and wish i had returned them when i had the chance.  sometimes we get a lemon",9335,negative,Apple AirPods (2nd Generation)
"i've been wanting to get wireless earphones for quite some time. finally ordered these and once i put them in my ears, the right one made the 'on' sound and the left one never did. both had more than 90% battery life. i played music and the right worked with good sound quality. i tried looking up ways to troubleshoot but sadly nothing worked. i saw a lot of complaints saying one pod stopped working. there is no way i'm paying a high amount for it to be dead like this. returned it the same day.",9336,negative,Apple AirPods (2nd Generation)
used while working for hands free purposes. product did not cancel noise and bad  sound quality.,9337,negative,Apple AirPods (2nd Generation)
do not buy . one airpod doesn’t work after a month. bought applecare and can’t even get them fixed or replaced.,9338,negative,Apple AirPods (2nd Generation)
there should be different sizes for those of us whose ears are small.,9339,negative,Apple AirPods (2nd Generation)
when you buy an apple product you pay a premium price and with that comes the expectation that the product will work. what one does not expect is that upon unboxing the airpods you find that they won’t connect and after 30 minutes of searching you find that one airpods firmware is outdated and there is no way to manually update it. it is a poor design on the part of apple and i would not recommend this product to anyone. apple is slipping and it shows in their products.,9340,negative,Apple AirPods (2nd Generation)
the right ear piece dorsowork all the time,9341,negative,Apple AirPods (2nd Generation)
it only lasted for 2 hours when im on  video call. can i still return it?,9342,negative,Apple AirPods (2nd Generation)
"do not buy the apple airpods.  i had a problem with my first purchase with one side not working, no matter what i did.  i returned them and received a new pair.  that was fine, but now after the return period is over the new pair sent to me are no longer working.  we have tried everything.  i am so upset i spent so much money on these for them not to work and i can't even return them.do not buy apple airpods.  the return policy is terrible if they stop working.",9343,negative,Apple AirPods (2nd Generation)
i have small ears and these just made me a bit sore. trying the airpods pro instead to see if i have better luck.,9344,negative,Apple AirPods (2nd Generation)
"i use these for high intensity, sweaty exercise almost every day. i’ve bought these twice. they are great for a few months and then quickly deteriorate to the point where one or both will not charge. you think they are charging based on the indicator light but you’ll be disappointed to find one didn’t connect and charge up. then, there’s a feature where when you flip open the lid case, a dialogue box pops open on your iphone and displays the charging levels of each airpod and the case. that feature will begin to stop working over time as well for no apparent reason. i would not spend so much money on these and go with a half price competitor if i can’t expect these to last more than 4-5 months.",9345,negative,Apple AirPods (2nd Generation)
i purchased my first airpods. i have already had to replace one ear piece.  now i have to get both ear pieces replaced. i can hardly ear anything. i would not purchase these again. i bought these beginning of the year and i wish i would have bought the airpods pro.,9346,negative,Apple AirPods (2nd Generation)
they are too easy to lose,9347,negative,Apple AirPods (2nd Generation)
are uncomfortable to wear,9348,negative,Apple AirPods (2nd Generation)
thank you for directions on resetting my airpods they now work again once again i’m a happy amazon shopper,9349,negative,Apple AirPods (2nd Generation)
"i wish i knew how long the batteries would last.  like in real life situation. i’m disappointed in how quick the airpods die, but i guess being an apple product, i shouldn’t entirely be surprised.  but they are really good when they are working.",9350,negative,Apple AirPods (2nd Generation)
"on my third pair of airpods. i love them when they work, but if you run in the summer (and sweat), they will fail. this latest version failed much quicker (4 months). if you use these for running i would look elsewhere.",9351,negative,Apple AirPods (2nd Generation)
"lamentablemente recibí air pods con fallas de fábrica, ya que el pod derecho nunca funcionó a pesar de realizar todas las gestiones y tutoriales, he procedido a devolver este equipo, ha tenido una mala experiencia.",9352,negative,Apple AirPods (2nd Generation)
,9353,negative,Apple AirPods (2nd Generation)
when i got the earpods one did not work,9354,negative,Apple AirPods (2nd Generation)
"please allow custom sounds for low battery, or at least have the option to completely turn off the awful default one.",9355,negative,Apple AirPods (2nd Generation)
"i use my airpods for listening to books on audible. i read the manual & fully charged before pairing & using my air pods. in the beginning the few times i used them, they worked well. however now, just a few months later, the left ear bud does not work at all! i followed every trouble shooting suggestion.nothing has worked. very disappointed! i would like a full refund!",9356,negative,Apple AirPods (2nd Generation)
it's really weird to give an apple product a 3 star review. apple rocks in all it does. the problem is that i tried to have these pods work with my samsung phone. it was a very disappointing experience - poor connection and the battery lasts only half a day.... i'm sure that iphone users have a much better experience with this product! i'm simply conveying my honest experience as an android user. i've returned them... :(,9357,negative,Apple AirPods (2nd Generation)
the airpods were easy to set up but stopped working about two weeks after purchase. i had to return them to an apple store for replacement.,9358,negative,Apple AirPods (2nd Generation)
these are fake airpods i’m definitely returning.,9359,negative,Apple AirPods (2nd Generation)
,9360,negative,Apple AirPods (2nd Generation)
"
                    the media could not be loaded.
                ",9361,negative,Apple AirPods (2nd Generation)
 these are not the real apple air pods which i thought i was paying for.. very unsatisfied & isn’t fair to have some one thinking they are paying for what’s is presented. the item was bought for a birthday gift 😒 & she wasn’t happy about these things,9362,negative,Apple AirPods (2nd Generation)
what i dislike about this airpods charging case lid is magnetic and it attracts metal shavings over time which is a pain in the behind and makes them start to get dirty in the spots that have the magnets besides that they work good,9363,negative,Apple AirPods (2nd Generation)
"i was hesitant to spend $150 on earbuds, but it's apple so i thought it would be worth it. i had them for 2 weeks, and the left airpod disconnected after about 10 minutes every time i used them. back they go.",9364,negative,Apple AirPods (2nd Generation)
very unhappy stopped charging!!! first one would go in and out and now they have stop charging all together the case and the ipods,9365,negative,Apple AirPods (2nd Generation)
it a scam,9366,negative,Apple AirPods (2nd Generation)
when they actually work they’re great.the problem is getting both ear buds to turn on. often times one will work but not the other (i.e. you listen through only one ear bud).,9367,negative,Apple AirPods (2nd Generation)
"i live in an earthquake-proof steel-reinforced concrete house which severely compromises the bluetooth range of these headphones. shame. but apart from that, they do the job and come in handy in these covid times so that i can move around the house and attend conferences away from my laptop. i’m not sure if they’re worth all that money though.",9368,negative,Apple AirPods (2nd Generation)
bought “like new” to save a few bucks. came with earwax all over them and the left one not working. just buy them new😂,9369,negative,Apple AirPods (2nd Generation)
not working.,9370,negative,Apple AirPods (2nd Generation)
awful issues connecting to the iphone. my car and other bluetooth devices are fine. however these pos always have to be reconnected only one will work at a time. all these issues started magically happening when the pros came out. i suppose its apple up to their usual tricks of making older products not work to push the new model.,9371,negative,Apple AirPods (2nd Generation)
"this is the 2nd time i bought it,  either of those lasted more than 2 month.  one of the ear pod just couldn’t get charged after few uses.",9372,negative,Apple AirPods (2nd Generation)
i received a box with no headphones. upsetting,9373,negative,Apple AirPods (2nd Generation)
"first, they are have really nice sound quality. they were working fine until they would no longer connect to my device. i only use them with my phone. i opened the case up and waited for them to connect to my phone and they wouldn't. even disconnect the airpods from my phone to pair them back to my phone didn't work. the case was fully charged too so i do not know what is wrong with them.",9374,negative,Apple AirPods (2nd Generation)
right side mic is no work no working after 1 month,9375,negative,Apple AirPods (2nd Generation)
"i’m very happy with the battery life, the short period of time required to get a full charge, the noise cancellation and the sound quality as well. i took away a star based on the fact that they don’t always connect to the phone for use nor to read the battery life left on the charger box and airpods. in addition, and more importantly, i can’t help but to notice that i get extreme migraines when i’ve used them and it’s always on the side that i used them on.",9376,negative,Apple AirPods (2nd Generation)
"do you want your friends / co-workers clients constantly telling you that your microphone sounds awful and that they can't hear you? then these are the headphones for you! what a waste of money, time and effort. i don't know how they can get away with selling these things and how they're reviewed well at all. what a headache.",9377,negative,Apple AirPods (2nd Generation)
the right airpod won’t charge!,9378,negative,Apple AirPods (2nd Generation)
did not like the airpods due to fact that one of the airpods failed 4 months after purchase,9379,negative,Apple AirPods (2nd Generation)
they’re just okay. maybe mine are defective? poor quality.,9380,negative,Apple AirPods (2nd Generation)
"so i got these airpods as a gift, but the left bud stopped working somehow? i never dropped or did any damage to them. it just stopped working completely. but for the time i had them, they were great i think. just sad that i have to buy a brand new pair....",9381,negative,Apple AirPods (2nd Generation)
they were good for about 3 months but then the right pod lost sound not completely but it is rly low i don’t know what happened,9382,negative,Apple AirPods (2nd Generation)
my right ear is very sore from these and i decided for no choice to return them. i love them but i need comfort to use them and they always came out of my ears many times.,9383,negative,Apple AirPods (2nd Generation)
"good if you have iphone. i was told that the volume, start/ stop, song change controls worked with android phones but they don't. i returned it for that reason and got the samsung buds live, they are your best choice with android.",9384,negative,Apple AirPods (2nd Generation)
"i purchased this for my boyfriend as a birthday gift and just one month later, the left ear bud died and won't play or connect. i am very upset that this happened a few days after the return date. i paid a lot of money for the following item and cannot get any help to fix or replace it. i am very disappointed since i purchased a qty. 2 of over $300 (+) dollars.",9385,negative,Apple AirPods (2nd Generation)
"this product was knock off .. not authentic airpods... called verified with apple direct customer service.. serial and model number all invalid.. also, ifyou look at the photo of the authentic has the line around the ear piece and the knock off ear piece does not...  please, verify your purchases with apple... there is so much scamming going on today and it’s not worth losing your hard earned money for knock off..  i repeat verify with apple!!!😡",9386,negative,Apple AirPods (2nd Generation)
i’ve had these for a little over a month now and one of the airpods already stopped working. and of course the window for returns was only 30 days so basically i spent all that money for a product that i maybe used 20 times. save your money and just go to target or at&t. or better yet spend a little more at the apple store. at least there you get a 90 day warranty.,9387,negative,Apple AirPods (2nd Generation)
"checked the serial number on apple’s website and it says these are legit. but wonder if i got some counterfeits. why do people say these are so good. the audio quality is horrible compared to the plug in airbuds that you get with your iphone. and the voice quality is abysmal. i got these specifically for zoom and teams calls on my mac book and people say they can barely hear me. i make calls from my iphone xs with these and the same issue. i got on sale for $130 but that is till to much for these useless headphones.  going back to the free plug in ear buds.  also, they say 5 hours of battery life. but if you use for talk you only get 2 hours. i am in meetings all day. useless.",9388,negative,Apple AirPods (2nd Generation)
nice visible scratch on the right airpod!!! wasn't expecting this on a new product!!!!!!,9389,negative,Apple AirPods (2nd Generation)
it came filthyi wouldn’t take it even if i get it for free,9390,negative,Apple AirPods (2nd Generation)
"i can't comment on whether these are authentic as some other people were wondering in their comments but i can say that the pair i received was used.  when i first connected them to my phone they connected as ""big _______ juan's airpods"".  i won't write what the word is that i left out but i guess juan was proud of himself...i can't see anywhere in the listing that it says that these airpods were used so that is pretty frustrating.  are they all refurbished?  just feel misled.",9391,negative,Apple AirPods (2nd Generation)
"the most horrible experience, i bought these for my girlfriend and she was excited to try them and then i tried to pair them to her phone and they wont connect at all or even show up the animation screen of the airpods on her i phone, i looked up online and it said that the previous user has to forget the device from their phone in order to pair to a new phone, and we can not or amazon contact the pervious user to get that done, so when asked for my options, i could of eaither get a replacement which i'm hoping won't be the same thing or a refund but i have to send back the headphones but i don't have much time due to work at the moment, so that is what i'm stuck with unfortunately so i just asked for a replacement at the moment, so disappointed in this product",9392,negative,Apple AirPods (2nd Generation)
"didn’t even last 2 years. battery case went out in less than a year after purchase. apple store replaced the case since it was within the 1 year warranty, about 5 months later the left pod died.  shortly after the right one. don’t waste your money, unless you get the apple care for 2 years, you’d have to shell out $90 to have either pod replaced, glad i didn’t since the right one died so soon after the left one did. pieces of junk!!",9393,negative,Apple AirPods (2nd Generation)
one pod stop working,9394,negative,Apple AirPods (2nd Generation)
defective product i have low hearing and it took me a while to figure out that it was the product.,9395,negative,Apple AirPods (2nd Generation)
i get 2 hours max of listening timeand 1 hr talk time. complete waste of money,9396,negative,Apple AirPods (2nd Generation)
i am so sad.  i bought these in january and i’ve used them less than ten times because the right airpod doesn’t even work and the case itself doesn’t hold a charge for more than a day.  i would’ve returned them however the window to do so has closed.  what a waste of money.,9397,negative,Apple AirPods (2nd Generation)
very frustrating that these airpods stopped working one month after purchase.,9398,negative,Apple AirPods (2nd Generation)
"after the first 3 months or so, i had continual problems. one earbud wouldn't charge, issues connecting even after restarting. one day they would be working fine then the next morning i'd find that even though being plugged in all night, neither the case nor the buds had charged.",9399,negative,Apple AirPods (2nd Generation)
i had them for maybe two months and now they disconnect randomly and don’t produce any sound extremely upset at the quality,9400,negative,Apple AirPods (2nd Generation)
"theyre great when they work, which is rare. im sure im a special case here, but my airpods very often will not work, they pair just fine but will very often randomly disconnect or not play any sound. sometimes only one will work. sound quality is pretty decent, battery is good but the actual case is always dead it seems. this is by far the most frustrating product ive spent money on in terms of technology. i will be changing to either the airpods pro or a set of sony headphones.",9401,negative,Apple AirPods (2nd Generation)
"unfortunately, i had to request a refund because the airpods would not connect to any of my devices. i thought that i could save a few bucks by purchasing the airpods that were used but in good condition as they were supposed to be verified to work but this wasn’t the case. i ended up requesting a refund on the used pair and ordering airpods that were brand new on the same night. the brand new pair worked great. fortunately, even if you buy the “used in good condition” ones that are verified by the seller and they do not work the return/refund process was very easy.",9402,negative,Apple AirPods (2nd Generation)
one of my airpods stopped working when i got it,9403,negative,Apple AirPods (2nd Generation)
i like apple airpods. i don’t like ordering a 2nd generation set of airpods and receiving a first generation set of airpods.. the case for the first generation of airpods is under the lid. the case for the 2nd generation is on the outside.,9404,negative,Apple AirPods (2nd Generation)
i bought 2 sets & they are horrible. one pod never charges/ the light on the case is flaky- no light/ green light when it should be charging etc. i have followed the troubleshooting directions & nothing works. i am 1 day late in being able to return them & from what i have read in previous reviews- apple charged $69 to repair- what a ripoff!! do not recommend,9405,negative,Apple AirPods (2nd Generation)
"words cannot describe how disappointing these airpods are, but i’ll tryone of them is always deadthe case doesn’t chargethey don’t connect to my phone",9406,negative,Apple AirPods (2nd Generation)
dirty & disgusting!! full of ear wax and dirt some boxes came open. don’t buy stay away!!,9407,negative,Apple AirPods (2nd Generation)
"these were fantastic and a game changer for me for the first few months. but the left pod stopped working recently. i've tried everything. from checking out message boards online to reading other reviews and looking for similar issues. it was a quick progression. first it took a while for the left to connect. then it just stopped working no matter what. shows up as green, 100% battery but still no sound ever comes out of it. otherwise, i'd recommend airpods to anyone with apple devices as they are smart, sleek and convenient. guess i just got a bad individual product. probably should have gone directly through apple for something like this just to be safe.",9408,negative,Apple AirPods (2nd Generation)
"don’t get me wrong airpods are great , i use my girlfriend’s airpods all the time, because of it i decided to buy my own, long story short the airpods came in broken , the left earpiece wasn’t working and i looked it up and it seems to be a common mistake , but after days of trying to fix it i came to a conclusion that it just doesn’t work, so i had to return and now i’m going to buy the pros to avoid situations like this .",9409,negative,Apple AirPods (2nd Generation)
"the first time, they sent me an empty box; the second time, they sent me a fake airpods....i cannot say anything...i’m done with it",9410,negative,Apple AirPods (2nd Generation)
,9411,negative,Apple AirPods (2nd Generation)
"
                    the media could not be loaded.
                ",9412,negative,Apple AirPods (2nd Generation)
" yes i know, amazon is a cheaper and faster way to get your favorite airpods. but please just go to nearest apple store or buy it from their main site because you might be the unlucky one getting defective airpods. mine arrived but i could never connect to a single device because the right earbud (shown on the video) is not recognized. so i cannot even begin the setup - which is easier part.",9413,negative,Apple AirPods (2nd Generation)
i own a lawn service and mow grass all day long. i have used these everyday for about 4 months and now they're not even loud enough to hear and at fully charged. these will not be something that i will continue to buy every 4 months...on to the next brand.,9414,negative,Apple AirPods (2nd Generation)
received the airpods today and also returned them today. left airpod 100% charged and had absolutely no sound. right airpod had sound but would not charge to 100%.,9415,negative,Apple AirPods (2nd Generation)
"if you're just using them for headphones, they're fine. however, over time the quality of the microphone degrades. now people say it sounds like i'm talking to them at the end of a long hallway. all troubleshooting has led to nothing. i've since gone back to my bose qc35s and rarely use these anymore.",9416,negative,Apple AirPods (2nd Generation)
right ear bud doesn't work/won't hold the charge.,9417,negative,Apple AirPods (2nd Generation)
"after using for just over a month, one of the airpods has a significant loss of volume. not happy at all. should have bought the generic brand",9418,negative,Apple AirPods (2nd Generation)
i finally decided to purchase some airpods and the first ones i ordered the left microphone didn’t work so i was sent a replacement and had the same issue at this point i’m just using the right one which sucks considering the price i paid . and no i didn’t do anything to them they came out the box with this issue .,9419,negative,Apple AirPods (2nd Generation)
"after spending this much money on airpods, i am disappointed that they do not feel comfortable and the batteries do not last very long they need to be charged too frequently. i bought a cheaper pair that had rubber earpieces in three different sizes and they are actually more comfortable and last longer than the airpods",9420,negative,Apple AirPods (2nd Generation)
"my husband bought me these after i had purchased a cheap pair of bluetooth headphones for talking and he couldn’t hear me. these have wonderful sound quality and he can hear me perfectly when we are talking on the phone. they charge great and the battery lasts me a while. i’m giving 3 stars because, while the headphones themselves are 2nd gen, the case is not.",9421,negative,Apple AirPods (2nd Generation)
"bought these for our teen daughter. the first pair glitched so badly when listening to anything, they were unusable so we exchanged them. the second pair is filthy. totally disappointed in this item and will be returning again.",9422,negative,Apple AirPods (2nd Generation)
"the sound quality was awful, i get better sound from my 10$ earbuds, was really disappointed.",9423,negative,Apple AirPods (2nd Generation)
after two days of use they starting giving interference with camera and microphone started acting during talk. had to return item.,9424,negative,Apple AirPods (2nd Generation)
"this was a terrible purchase. i am completely unsatisfied with this product as it has a terrible mix, has buzzing sounds from time to time and has a lot of search marks on the case. for the price it was definitely not worth it as i could’ve just bought a brand new pair from the store. i do not recommend anyone buying any product from whoever was selling this as it is a complete rip off. i hope the next person gets to see this before purchasing.",9425,negative,Apple AirPods (2nd Generation)
left airpod stopped working,9426,negative,Apple AirPods (2nd Generation)
it’s ok in the beginning. although even from the start there is no noise cancellation not even passive noise canceling (ear buds) and they slip out if you have them on for a few hours. the sound quality to me is ok i guess? it does sound good but not exactly great. but the main problem with these truly witless earbuds is that they lose sound after only about three months of having them. i try my hardest to keep my ears clean while having them in and i also kinda quickly clean them afterwards with like my shirt but they are so silent now i can’t even take them to the gym. although they’re mostly meant for casual use they are supposed to withstand light drops of water and easily bare earwax. so honestly try spending a bit more for something more worth while and will last longer,9427,negative,Apple AirPods (2nd Generation)
after a while one of my earbuds stopped working completely. and the amount of time it takes to charge not only the earbuds but the case itself has become extremely long.,9428,negative,Apple AirPods (2nd Generation)
"received item fast. however, left airpod does not work! awful!",9429,negative,Apple AirPods (2nd Generation)
i did not see anywhere in the description that these were refurbished air pods. i never would’ve ordered them had i realized that. they work fine but the back of the case is scratched up. bought as a gift for a family member and she has already started using them or i would’ve returned them. very disappointing.,9430,negative,Apple AirPods (2nd Generation)
