reviews,rating,cleaned_review
"i bought the airpods new.  they work great for listing to music and phone calls.  however, about  months in the mic on both airpods have a defect where the caller can barly hear you, or voice recordings using the airpods is very low.  being out of warranty at  months the only option is customer paid replacement.  after checking the support pages, there are quite a few people reporting the same issue with airpods.  buying applecare for the airpods at $ sounds good, but it cost $ per incident for repair/replacements.  in this case it would cost $ to get two replacement airpods.  $ for the airpods and $ for the applecare puts it at another $ for a new pair, when a new pair costs $.  even though the warrenty is for  years, it only covers  incidents multistop and replacing both for the mic issue is  incidence.  so the  year warranty endes at  months to get the mic fix multistop which allows for maybe  years of service.apple needs a recall program for this issue, because $-$ for airpods what will fail at  months is a problem.",negative,bought new work great listing music phone call however month mic defect caller barly hear voice recording using low warranty month option customer paid replacement checking support page quite people reporting issue buying applecare sound good cost per incident repairreplacements case would cost get two replacement applecare put another new pair new pair cost even though warrenty year cover incident multistop replacing mic issue incidence year warranty endes month get mic fix multistop allows maybe year serviceapple need recall program issue fail month problem
"i need to charge it from time to time, just felt the battery life is not enough",negative,need charge time time felt battery life enough
"i was really hopeful and excited about using air pods for my online meetings instead of corded ear buds.  i have no complaints about the sound or microphone. both were excellent. the fit was a little so-so because theyre meant to be one-size-fits-all and there are no size options, so they ended up being a little big for my ears. the biggest fail, however, is the battery life. i could get through a single meeting that lasted no more than  minutes and then they would die, had to be placed back in the charging case. even the charging case didnt hold a charge for long. really disappointed about that so i had to return them.",negative,really hopeful excited using air pod online meeting instead corded ear bud complaint sound microphone excellent fit little soso theyre meant onesizefitsall size option ended little big ear biggest fail however battery life could get single meeting lasted minute would die placed back charging case even charging case didnt hold charge long really disappointed return
"honestly, i like the airpods a lot, but they also tend to have issues disconnecting at times and its a major pain. theyre also not great switching between my phone and laptop for work calls. decent product, but not staying connected is a major issue.",negative,honestly like lot also tend issue disconnecting time major pain theyre also great switching phone laptop work call decent product staying connected major issue
these things are terrible. do not buy. im on my second pair (which is now out of the return window) and im having the same issue i did with the first pair. the left pod will either not connect or not charge. ive tried all the steps online of disconnecting them and reconnecting them and nothing works. i do not know if these arent real apple products or what. but i expect so much more from apple. save your money. these are absolute trash.,negative,thing terrible buy im second pair return window im issue first pair pod either connect charge ive tried step online disconnecting reconnecting nothing work know arent real product expect much save money absolute trash
they when i first got them a lot of thing were going on it had a lot of problems only one of them were working it would lose charge fast etc multistop ,negative,first got lot thing going lot problem working would lose charge fast etc multistop
"do not buy this product! i received a messed up pair from amazon, sent it back in return, and now they will not give me a refund because they said the serial numbers didnt match. i warn all other customers to be careful. its horrible.",negative,buy product received messed pair amazon sent back return give refund said serial number didnt match warn customer careful horrible
good quality,negative,good quality
"airpods did not work. geek squad replaced them, still wouldnt pair. returned them.",negative,work geek squad replaced still wouldnt pair returned
the left airpod is defective and it will not connect,negative,airpod defective connect
battery life is very bad. i charge % and after half an hour its low. not satisfied.,negative,battery life bad charge half hour low satisfied
these headphones cant even handle me switching over to a different app like snapchat or instagram while im listening to music. the music gets scratchy to the point where i have to either disconnect the bluetooth and turn it back on or quit out if spotify and try again. spent the big bucks and these apple airpods are actually worse than the $ pair of off brand airpods i previously had. will be sending them back and if the problem persists i will be switching back to the cheap ones and changing my rating to  star. cmon apple multistop ,negative,headphone cant even handle switching different app like snapchat instagram im listening music music get scratchy point either disconnect bluetooth turn back quit spotify try spent big buck actually worse pair brand previously sending back problem persists switching back cheap one changing rating star cmon multistop
their very convenient and would get again as long as both eat buds work fine,negative,convenient would get long eat bud work fine
mi producto no sirvi nunca trabaj,negative,mi producto sirvi nunca trabaj
missing,negative,missing
when using these pods i can hear fine but nobody can hear me clearly on a consistent basis.  last pair i bought from the apple store i had no problems.  this pair seems to be a low quality knock-off of the real product.  stay away do not waste your money.,negative,using pod hear fine nobody hear clearly consistent basis last pair bought store problem pair seems low quality knockoff real product stay away waste money
"the right airpod didnt work the moment i took it out of the box. ive tried cutting them on and off but still, nothing changed. i will just keep the left one multistop  too much hassle to send back smh. next time i will just order from apple.",negative,airpod didnt work moment took box ive tried cutting still nothing changed keep multistop much hassle send back smh next time order
the brand new airpods that i ordered was already used and nasty. please be aware and always check these bnew airpods and also do not hesitate to call amazon support and request for a replacement multiexclamation ,negative,brand new ordered already used nasty please aware always check bnew also hesitate call amazon support request replacement multiexclamation
completely died within a month,negative,completely died within month
stop working after  months.  people will not hear me during vidoecalls,negative,stop working month people hear vidoecalls
they do not stay charged! mine from apple will stay charged for days! i got them for my husband and within  hours they are dead,negative,stay charged mine stay charged day got husband within hour dead
beware. ive been using my airpods for about  weeks now and ive noticed that the right airpod sometimes does not connect to the case and the battery gets drained. im disappointed.,negative,beware ive using week ive noticed airpod sometimes connect case battery get drained im disappointed
they go in and out,negative,go
"fraud multiexclamation  i received one apple airpod (left ear) and an off brand (right ear). i knew something wasnt right when it kept disconnecting from bluetooth. i usually wear one pod at a time but i put them both in my ear at the same time and noticed that one was longer than the other. see the picture for example. if youre going to sell off brand headsets, do not attach the name apple airpods to it, to make it seem like its legitimate because its not. i will never purchase from this seller again.",negative,fraud multiexclamation received airpod ear brand ear knew something wasnt kept disconnecting bluetooth usually wear pod time put ear time noticed longer see picture example youre going sell brand headset attach name make seem like legitimate never purchase seller
missing,negative,missing
                    the media could not be loaded.                ,negative,medium could loaded
my airpods came in today and the case was scratched up and the earbuds had ear wax in them when i connected them to my phone it appeared as austins airpods,negative,came today case scratched earbuds ear wax connected phone appeared austin
ear prices are to large to fit,negative,ear price large fit
compared to the airpods pro these are of very low quality. i may have also been sent a defective pair of ear pods.,negative,compared pro low quality may also sent defective pair ear pod
does not work,negative,work
"i just opened mine. not sealed. comes up as christophers earbuds, who is christopher?. will not pair or work.boooooooo. thumbs down.",negative,opened mine sealed come christopher earbuds christopher pair workboooooooo thumb
"airpods worked great for  months, then they died.",negative,worked great month died
we had several pair and they break quickly after a short period of usage.,negative,several pair break quickly short period usage
:/,negative,
horribleee did not last a year do not buy please,negative,horribleee last year buy please
"battery life, the case only charges them once and its dead. useless if i cant use them for more than  hours and another  after a charge. the sounds is ok. the noise cancellation is kinda bad. but its all snuffed by how horrible the battery is.",negative,battery life case charge dead useless cant use hour another charge sound ok noise cancellation kinda bad snuffed horrible battery
"for listening to music and calling people its good but, i have a problem with them reading my texts to me. at first they would and then later it stopped working and i have the volume all the way up and its like i can barely hear them speak.",negative,listening music calling people good problem reading text first would later stopped working volume way like barely hear speak
open this and this is what we find?! i looked at reviews i thought i could trust. buyers beware!,negative,open find looked review thought could trust buyer beware
airpods doesnt work. it never did,negative,doesnt work never
very disappointed. i bought these and they came in used. they have earwax in them already. straight out of the packaging. none of it was properly packaged like it shouldve been. the case had ink or scratches on it that doesnt come off.,negative,disappointed bought came used earwax already straight packaging none properly packaged like shouldve case ink scratch doesnt come
is what it is. volume stopped being % loud now i think they are broken,negative,volume stopped loud think broken
it was a good deal however they get disconnected sometimes for no reason.,negative,good deal however get disconnected sometimes reason
okay so i got them  days ago and they were perfect but now the right one do not work like at all anymore. i tried resetting them twice. say it on the charger. but nothing.,negative,okay got day ago perfect work like anymore tried resetting twice say charger nothing
i purchased my airpods on april th of  and  months later the sound quality has deteriorated to the point that i have to buy new airpods  i always thought apple was a premium product but as with the phones they want you to spend money and these things are not built to last,negative,purchased april th month later sound quality deteriorated point buy new always thought premium product phone want spend money thing built last
"i received this product in original, sealed apple packaging.  upon opening, i charged using lightning cable - same as used to charge iphone and lights in charging case never lit up.  pods were not visible by my iphone se bluetooth.  amazon tried walking me through the obvious troubleshooting then requested that i contact the manufacturer and wait - days for their response.  unacceptable.  i requested return authorization and now am waiting for my refund.  terrible experience from both apple and amazon!",negative,received product original sealed packaging upon opening charged using lightning cable used charge iphone light charging case never lit pod visible iphone se bluetooth amazon tried walking obvious troubleshooting requested contact manufacturer wait day response unacceptable requested return authorization waiting refund terrible experience amazon
this product has really dissatisfied me because they are not working.,negative,product really dissatisfied working
i and friends have lost an earbud do to poor fit. hard plastic does not fit or stay in place.  i would not recommend this for anything but sitting at a desk. it is easier to find,negative,friend lost earbud poor fit hard plastic fit stay place would recommend anything sitting desk easier find
battery life isnt good  im very disappointed,negative,battery life isnt good im disappointed
"quality product with top notch performance, however, it has a major design flaw. it fits my ear nicely and will not fall out but it bruises my inner ear. i quit using it finally after the bleeding from both ears after use. how can apple make this sort of error?",negative,quality product top notch performance however major design flaw fit ear nicely fall bruise inner ear quit using finally bleeding ear use make sort error
the air pods do not seem to stay charged long enough . honestly do not know if it was a good buy .,negative,air pod seem stay charged long enough honestly know good buy
they started to glitch  mont after the purchase. after only   month of use the battery would not hold more than an hour. now only one piece is working. i tried troubleshooting them without success. very expensive purchase for such a short use .,negative,started glitch mont purchase month use battery would hold hour piece working tried troubleshooting without success expensive purchase short use
"i purchased airpods (gen) for full price in april  with the additional applecare protection plan. i am writing this in march . around christmas time, these stopped working. because of the holiday season and having other earbuds i did not bother going into an applestore to get them looked at.the apple employee told me that the serial number on the case is not the same as the serial number he is getting from the earbuds. that the case also does not feel like it is the same apple quality. the lid is lighter than what you find in the apple stores.i looked at my amazon invoice from my order history and found the serial number on that and plugged it into checkcoverage.apple.com. it was not listed. i plugged in the number on the bottom of my case, (it was different), this one came up and everything was expired.i feel horribly conned. looking at the amazon page it does not say you are buying from apple. but it sure looks like it. they worked fine for the time i used them but if they are not apple and the warranty is a scam, then why pay $ something dollars for them. we are getting ripped off by fakes.",negative,purchased gen full price april additional applecare protection plan writing march around christmas time stopped working holiday season earbuds bother going applestore get looked atthe employee told serial number case serial number getting earbuds case also feel like quality lid lighter find storesi looked amazon invoice order history found serial number plugged checkcoverageapplecom listed plugged number bottom case different came everything expiredi feel horribly conned looking amazon page say buying sure look like worked fine time used warranty scam pay something dollar getting ripped fake
"i think it was refurbish. after a month having problems with charging cable, sound quality, connectivity. same price from costco was better quality.",negative,think refurbish month problem charging cable sound quality connectivity price costco better quality
missing,negative,missing
                    the media could not be loaded.                ,negative,medium could loaded
"there were no airpods , no plastic",negative,plastic
only lasted  months,negative,lasted month
calls keep  hanging up on accident when adjusting headphones so they do not slip from ears more times than is acceptable.,negative,call keep hanging accident adjusting headphone slip ear time acceptable
will not connect to my iphone multistop  irritating. bet they do not allow this to post  lol,negative,connect iphone multistop irritating bet allow post lol
it worked fine for a few months but now only the right side works.  yes i reset it twice as directed by apple. first time it worked for  minutes and then shut down. second time it didnt work at all.  very disappointing for the amount i spent on silly air pods,negative,worked fine month side work yes reset twice directed first time worked minute shut second time didnt work disappointing amount spent silly air pod
do not but the like new mine came in the mail with earwax and the airpods were completely scuffed and just messed up looking,negative,like new mine came mail earwax completely scuffed messed looking
"one of my earbuds constantly falls out.  cannot run with them in.  they are fine when i am walking, but the right ear bud continues to fall out when i try and run.  i have tried the earbud wraps without success.",negative,earbuds constantly fall run fine walking ear bud continues fall try run tried earbud wrap without success
missing,negative,missing
last for  month than only one ear pice work,negative,last month ear pice work
battery lasts less than a day when fully charged,negative,battery last le day fully charged
i use them basically all the time and they work great but the mic on the left one no longer works or goes in and out,negative,use basically time work great mic longer work go
i know they are an apple product but i will not buy them again on here! they stopped working after the first month!,negative,know product buy stopped working first month
sent the used product. left airpod did not work.pathetic.,negative,sent used product airpod workpathetic
battery life was not great. in-ear buds are not comfortable for long-term wear. there were some technical issues that could not be resolved. better experience with cheaper headphones. amazon promptly processed the return with no hassel.,negative,battery life great inear bud comfortable longterm wear technical issue could resolved better experience cheaper headphone amazon promptly processed return hassel
"not authentic. the first week of using the product, the left airpod made a deafening sound while i was using it and after that it completely gave out. the entire set would not sync with phone after the that.",negative,authentic first week using product airpod made deafening sound using completely gave entire set would sync phone
constantly disconnecting and stopping music mid song. not worth the money.,negative,constantly disconnecting stopping music mid song worth money
no se ollen muy bien,negative,se ollen muy bien
missing,negative,missing
"only lasted  months multiexclamation  now i cant return or do anything, do not waste your money on this!",negative,lasted month multiexclamation cant return anything waste money
ive used these a handful of times. theyve been in a safe spot and charged. they do not keep a charge at all. within minutes one is dead and the other is off and on connected. apple of course was closed for this stupid plandemic and provided no help at all. and now im stuck with a piece of crap product.,negative,ive used handful time theyve safe spot charged keep charge within minute dead connected course closed stupid plandemic provided help im stuck piece crap product
"these airpods were difficult to pair to my phone and the right speaker did not work at all. sent them back for a refund, as i did not want to risk getting a replacement that was also not quality checked.",negative,difficult pair phone speaker work sent back refund want risk getting replacement also quality checked
audio input works output doesnt,negative,audio input work output doesnt
its a scam i got mine and the airpods were from different generations so they didnt sync. not worth the money,negative,scam got mine different generation didnt sync worth money
"sound quality is good. charging is quick. battery life seems to be adequate.my main concern, is one bud fell out of my ear the first day. and now only works really quietly. and i feel like this is a big flaw. if it cant handle a  fr drop and not keep working. i just do not see the value in these. iv previously used other brands, jay bird, bose, jbl, all of these brand are so much more reliable and durable. my jaybirds, no joke got driven over. by a truck, and they were slightly bent but kept working.for me, ill never waste money on apple headphones again.",negative,sound quality good charging quick battery life seems adequatemy main concern bud fell ear first day work really quietly feel like big flaw cant handle fr drop keep working see value iv previously used brand jay bird bose jbl brand much reliable durable jaybird joke got driven truck slightly bent kept workingfor ill never waste money headphone
"no son originales,  el serial de la caja y de los auriculares no son iguales",negative,son originales el serial de la caja de los auriculare son iguales
missing,negative,missing
"i returned these to amazon after receiving a defective pair of airpods.  one earbud refused to charge at all.  the other, even when fully charged, was totally hit or miss when it came to pairing with my new iphone  pro max.  sometimes while i was listening, it unpaired for no reason and refused to re-pair.  i did not order a replacement pair because, on top of the charging and pairing issues, the hard plastic ear pieces are flat-out uncomfortable.  apparently, one has to spring for the top of the line ($$) wireless airpods to get an earbud that can be adjusted for comfort.  i went back to my $ treblab bluetooth earbuds, which pair effortlessly and fit comfortably into the ear canals with soft silicone covers.ps  when the airpods were working, sound seemed fine, but i listen to podcasts and books so do not know how good they are for music.",negative,returned amazon receiving defective pair earbud refused charge even fully charged totally hit miss came pairing new iphone pro max sometimes listening unpaired reason refused repair order replacement pair top charging pairing issue hard plastic ear piece flatout uncomfortable apparently spring top line wireless get earbud adjusted comfort went back treblab bluetooth earbuds pair effortlessly fit comfortably ear canal soft silicone coversps working sound seemed fine listen podcasts book know good music
"these apple airpods are horrible - only one pod works, i have to re sync every time to get the second one to work and they just stop working whenever",negative,horrible pod work sync every time get second work stop working whenever
doesnt work.,negative,doesnt work
bad quality,negative,bad quality
do not buy! i brought what i thought would be brand new for $. just to turn out used and old. such a scam  multiexclamation ,negative,buy brought thought would brand new turn used old scam multiexclamation
apparently my ears are small - not a great fit but im dealing with it because the sound is really great.,negative,apparently ear small great fit im dealing sound really great
"warning. i ordered a new pair and they were clearly used. not only were they dirty but when i paired to them with my phone they were already named. the packaging looked brand new. i requested an exchange, hoping they can do better.",negative,warning ordered new pair clearly used dirty paired phone already named packaging looked brand new requested exchange hoping better
the left airpod stopped working within two months of buying,negative,airpod stopped working within two month buying
stopped working after a week of using them.,negative,stopped working week using
no sirven vinieron malos no funcionan es una estafa multiexclamation ,negative,sirven vinieron malos funcionan e una estafa multiexclamation
missing,negative,missing
"when i initially got the headphones, i was fascinated by how awesome they sounded. i would put them on and could basically hear in hd and the noise cancellation works, even with no music on.buuut, that only lasted a few months. i bought them sept.  and up until about a month ago (/), they worked perfectly. now, the sound only comes out from the little side speakers and not the main ones (it happened to both headphones), so the sound volume was reduced dramatically.now they just sound like cheap wireless headphones (maybe worse), and the only way to be able to hear it a bit better is by twisting it so the side speaker is facing my eardrum, but that makes it loose, so it falls out easily.safe to say, im most likely not going to be buying apple products from amazon and might just stick to buying them directly from the apple store, because it seems like i got a defective pair and im not alone.",negative,initially got headphone fascinated awesome sounded would put could basically hear hd noise cancellation work even music onbuuut lasted month bought sept month ago worked perfectly sound come little side speaker main one happened headphone sound volume reduced dramaticallynow sound like cheap wireless headphone maybe worse way able hear bit better twisting side speaker facing eardrum make loose fall easilysafe say im likely going buying product amazon might stick buying directly store seems like got defective pair im alone
great sound. but they will not stay in my ear.,negative,great sound stay ear
the left airpod stopped working after a month. ive tried everything to fix it and idk what to do anymore. very disappointed.,negative,airpod stopped working month ive tried everything fix idk anymore disappointed
"bought a pair off amazon, and had a lot of connectivity issues. took it to genius bar apple and they replaced both headphones and now the right ear is good volume and the left is nearly non-existent multistop  do not buy into the hype of apple airpods bc its a lot of money for mediocre product and expensive to replace and because its apple. there is high demand for support of products which delays service you need to fix issuesupdate since last review, the right airpod has now gone out. not even a year old and totally worthless. worst pair of headphones i have ever had.",negative,bought pair amazon lot connectivity issue took genius bar replaced headphone ear good volume nearly nonexistent multistop buy hype bc lot money mediocre product expensive replace high demand support product delay service need fix issuesupdate since last review airpod gone even year old totally worthless worst pair headphone ever
they have given me a blister in my ear and it is very painful. do not buy if you have small ears.,negative,given blister ear painful buy small ear
the seller was on top of things manage to clarify my inquietude as soon as i brough it up . item will be used as intended .,negative,seller top thing manage clarify inquietude soon brough item used intended
i bought teas in september and it is now  months later and they no longer work earbuds no longer connect to phone and case and ear buds will not hold a charge for more then a day of non use,negative,bought tea september month later longer work earbuds longer connect phone case ear bud hold charge day non use
"pros:() they stay in your ear pretty well.() they are small and light() they sound pretty good.cons:probably the worst battery life of any earbuds on earth.i nearly always listen with only  earbud in at a time because the other one needs to charge, and i would rather listen continously through the day, then have to take both earbuds out and let them charge together.maybe i need a second pair of these so one pair can charge while i am wearing the other.",negative,pro stay ear pretty well small light sound pretty goodconsprobably worst battery life earbuds earthi nearly always listen earbud time need charge would rather listen continously day take earbuds let charge togethermaybe need second pair pair charge wearing
only one works multistop i need to return it back,negative,work multistop need return back
they came used when they werent supposed to be multistop they had earwax and was already named,negative,came used werent supposed multistop earwax already named
its a scam. they cut earphones and put in a dirty case and send it.,negative,scam cut earphone put dirty case send
the airbuds worked great for a few weeks and then the right earbud stopped working completely.  i tried everything to get it to work - reconnecting.  called apple customer service and they said i would need to pay $ and return the earbud that was not working and they would send me a new one.  what kind of warranty is that!,negative,airbuds worked great week earbud stopped working completely tried everything get work reconnecting called customer service said would need pay return earbud working would send new kind warranty
i strongly recommend you ask amazon how many months of the apple warranty are left. just a heads up !,negative,strongly recommend ask amazon many month warranty head
never a long term investment. life span - months at best. right volume became so reduced balance adjustment couldnt work. then there is the static that started in the right pod and sound quality was so bad i had to replace them. still going to buy airpods but i am under no illusion they will last past  months.,negative,never long term investment life span month best volume became reduced balance adjustment couldnt work static started pod sound quality bad replace still going buy illusion last past month
this version is very uncomfortable. i bought these because i work  hours a day on the phone all day with clients. clients complain my sound isnt that good. they hurt my ears. just wasted  on this. i spent  on same day shipping too. these earphones seem like fake airpods. update.  months wearing them  and they do not hold charge more than  hours do not buy from this seller,negative,version uncomfortable bought work hour day phone day client client complain sound isnt good hurt ear wasted spent day shipping earphone seem like fake update month wearing hold charge hour buy seller
i received my order and since then i have noticed that my case charger batteries runs fast. i charged it two nights ago and its now at %. i only use it when i work out which is  a day. it should not drained the battery so fast. also the headphones one charges fully and the other drains quickly. very upset. who should i contact for support?,negative,received order since noticed case charger battery run fast charged two night ago use work day drained battery fast also headphone charge fully drain quickly upset contact support
its ok,negative,ok
too quiet.  connection issues.  might not work well for android.,negative,quiet connection issue might work well android
they was working just fine but now they are terrible ! sound quality is going out and i got them almost  months ago .,negative,working fine terrible sound quality going got almost month ago
sound when someone is talking goes in and out.,negative,sound someone talking go
left side stopped working a month after buying them,negative,side stopped working month buying
"i have ordered  used airpods, first one is okey. but second one is doesnt work multistop  charging case and left and rigth and box all of them different serial number fuuuuuck. it doesnt work.",negative,ordered used first okey second doesnt work multistop charging case rigth box different serial number fuuuuuck doesnt work
"if you have any problems, apple will walk you through troubleshooting steps, then send you to apple. apple fixed but then issued reoccurred and now out of amazons return timeframe. now having to go back to apple, but they will not refund. just keep having to get issue repaired again until warranty runs out. i love airpods, but there is virtually no way to get a refund for a defective set, it seems.  skip the hassle and purchase them directly from apple.",negative,problem walk troubleshooting step send fixed issued reoccurred amazon return timeframe go back refund keep get issue repaired warranty run virtually way get refund defective set seems skip hassle purchase directly
need to return,negative,need return
i bought this airpods on oct th   multistop  just using them since  months hardly and right airpod is not working since few days and voice is disconnecting in the middle of conversation multistop  this is not at all expected as we trust apple products very much and just using for  months things are getting messed up very disappointing! i hope will get some positive outcome  here !,negative,bought oct th multistop using since month hardly airpod working since day voice disconnecting middle conversation multistop expected trust product much using month thing getting messed disappointing hope get positive outcome
"i do not really care for them! they made my ears sore for at least two weeks until i was used to them! and i have to charge them all the time i should have just stuck to the wired headphones from apple same ear piece and i do not have to charge them, also they should come in other colors! i dropped one getting into my truck in the snow and it took forever to find the white damn thing",negative,really care made ear sore least two week used charge time stuck wired headphone ear piece charge also come color dropped getting truck snow took forever find white damn thing
i want to return them my left one doesnt work,negative,want return doesnt work
"bueno hasta ahora, aunque por un momento se daaron volvieron a funcionar no se ni como.",negative,bueno hasta ahora aunque por un momento se daaron volvieron funcionar se ni como
missing,negative,missing
these were fake airpods,negative,fake
i was highly disappointed to receive used airpods. there was earwax still on both airpods and when i connected them they said tracys airpods,negative,highly disappointed receive used earwax still connected said tracy
it would be nice if i could get at least four hours before having to recharge this i was disappointed for the cost it shouldve lasted longer,negative,would nice could get least four hour recharge disappointed cost shouldve lasted longer
fix bluetooth function stupid apple,negative,fix bluetooth function stupid
it works perfectly in the last few months. but now it has some problems with connection.,negative,work perfectly last month problem connection
too expensive,negative,expensive
buy the pros. these have zero grip. fall out easily. lack of a seal in the ear means tons of background noise and relatively poor sound quality. no noise cancellation. bonus: pros have built-in induction charging.,negative,buy pro zero grip fall easily lack seal ear mean ton background noise relatively poor sound quality noise cancellation bonus pro builtin induction charging
i should have bought airpods pro. these have no noise isolation and terrible bass. theyre too difficult to remove from the case and i have to touch the part that goes inside the ear.,negative,bought pro noise isolation terrible bass theyre difficult remove case touch part go inside ear
what i dislike the left ear do not fit it will fall out even though i push it in far as it can go .,negative,dislike ear fit fall even though push far go
it worked for  months and stopped. i wasnt even using it often as i use my beats mostly. sucks.,negative,worked month stopped wasnt even using often use beat mostly suck
that sucked,negative,sucked
mine does not charge beyond % ever after a month! something is wrong!,negative,mine charge beyond ever month something wrong
"$. down the tubes.  i will most likely never buy apple products through amazon.  i read the reviews carefully, some of which mentioned my issue but unfortunately did not heed the warning.  not really interested in exchanging as the replacement will most likely have the same issue.  looks like recycle bin for these airpods.",negative,tube likely never buy product amazon read review carefully mentioned issue unfortunately heed warning really interested exchanging replacement likely issue look like recycle bin
"i received these airpods and they were marked as refurbished, and had been used/owned by someone else. the airpods were still under their name when i tried to connect to them via bluetooth. nowhere on the page does it say that the price is for used products. i returned mine because they did not work- kept disconnecting and the audio only came out of one ear",negative,received marked refurbished usedowned someone else still name tried connect via bluetooth nowhere page say price used product returned mine work kept disconnecting audio came ear
had them two months. barely used them but two weeks. both speakers are blown and case barely opens,negative,two month barely used two week speaker blown case barely open
i recieved a renewed product while it didnt say when i was buying it that its renewed multiexclamation ,negative,recieved renewed product didnt say buying renewed multiexclamation
i wish i would have gotten the plus . much better then reg air pods,negative,wish would gotten plus much better reg air pod
"item arrived open in shipping box with various parts scattered. when inspecting, airpods were dirty and had appeared to have been worn prior (ear wax was evident). would not recommend purchasing through amazon. go to a brick and mortar where you can see the packaging still plastic wrapped. apple always wraps brand new product so it is sealed.",negative,item arrived open shipping box various part scattered inspecting dirty appeared worn prior ear wax evident would recommend purchasing amazon go brick mortar see packaging still plastic wrapped always wrap brand new product sealed
one of the air pods has never worked.,negative,air pod never worked
"i have always used airpods, but typically buy directly through apple.  this time i decided to buy on amazon because they were on sale multistop  big mistake because  they are defective.  it is only been  months and the case needs to be charged ever other day.  my previous pair from apple would only need to be charged every few weeks multistop  buyer beware.",negative,always used typically buy directly time decided buy amazon sale multistop big mistake defective month case need charged ever day previous pair would need charged every week multistop buyer beware
right air pod sometimes doesnt connect. battery is already going bad. bluetooth integration with iphone and mac are sketchy at best,negative,air pod sometimes doesnt connect battery already going bad bluetooth integration iphone mac sketchy best
the air pods were great for a while. but the right ear has stopped working and its will not start again. even when % charged,negative,air pod great ear stopped working start even charged
"i hate these thing. ive had two pair and both have ended up having pairing issues and charging issues. after about a months use, for each set over two different phones and several ios updates, the headphones would consistently fail to pair, pair only one ear bud or when you wake up, you find that somehow during the night, one earbud completely lost power. makes you want to just throw them away. these things are perfect when they work. when they work. at least half the time, theyre irksome and tedious. did i mention that i hate these pieces of ****?",negative,hate thing ive two pair ended pairing issue charging issue month use set two different phone several io update headphone would consistently fail pair pair ear bud wake find somehow night earbud completely lost power make want throw away thing perfect work work least half time theyre irksome tedious mention hate piece
these hurt my ears so bad that i had to send them back.  i even tried the little rubber slip on things to keep them from falling out but nothing worked.  im not able to wear the ones that come with the iphones either so if those work for you then these will too.  i upgraded to the airpods pro and theyre fabulous.,negative,hurt ear bad send back even tried little rubber slip thing keep falling nothing worked im able wear one come iphones either work upgraded pro theyre fabulous
"i returned mine. the right ear stop working with  weeks. people were telling me they could not hear me. and the battery doesnt last. you charge it, within an hour of using it, the battery dies.",negative,returned mine ear stop working week people telling could hear battery doesnt last charge within hour using battery dy
stopped working  months after purchase,negative,stopped working month purchase
"the vendor is either really stupid or cynical to sell this item. this is disgusting. package worn and torn, headphones used and full of ear wax, case scratched and mistreated.",negative,vendor either really stupid cynical sell item disgusting package worn torn headphone used full ear wax case scratched mistreated
"just  days and stop working, bad experience",negative,day stop working bad experience
was stolen the nd day,negative,stolen nd day
"wanted to like these, but they do not stay in my ears. also, they do not have volume controls on each earbud. battery life is only  hours. audio eq is good but there are too many negatives.",negative,wanted like stay ear also volume control earbud battery life hour audio eq good many negative
one of the airpods was broken an when i sent it back i didnt get my refund,negative,broken sent back didnt get refund
one head phone went out,negative,head phone went
these are the best earbuds ive ever owned. they have good quality and noise canceling. it has been less than a year and they will not connect to my phone. case and pods have a charge but just stopped connecting. i paid full price and didnt get a warranty because i thought i would have it for years. but no it has already broke not even a year later.,negative,best earbuds ive ever owned good quality noise canceling le year connect phone case pod charge stopped connecting paid full price didnt get warranty thought would year already broke even year later
overrated. would not stay in my ears just walking around. returned for a refund.,negative,overrated would stay ear walking around returned refund
"stopped working properly after a few months. if i get a notification, the sound stops and when it comes back on one ear buds volume gets significantly lower. shlda chose a different brand :/",negative,stopped working properly month get notification sound stop come back ear bud volume get significantly lower shlda chose different brand
no me llego los airpods solo llego una caja vaca,negative,llego los solo llego una caja vaca
missing,negative,missing
loses it connection in  pod all the time,negative,loses connection pod time
there is already a headset that can only listen but cannot talk,negative,already headset listen talk
these airpods will last you maybe a couple months before the sound goes out or isnt as strong. invest a little more and go with the pros instead,negative,last maybe couple month sound go isnt strong invest little go pro instead
one bud syopped working after  months,negative,bud syopped working month
received damaged the right one did not work,negative,received damaged work
they were good at first but now the sound isnt the best and they die faster then normal even in full charge,negative,good first sound isnt best die faster normal even full charge
little lose. it may fall off if you shake your head. i am keeping it for sound quality.,negative,little lose may fall shake head keeping sound quality
difficult to keep in ear. uncomfortable.,negative,difficult keep ear uncomfortable
i dislike everything (bad sounds) i didnt use my apple airpods like i wanted,negative,dislike everything bad sound didnt use like wanted
ya tengo mi paquete muchas gracias .,negative,ya tengo mi paquete muchas gracias
missing,negative,missing
"one of them slips off my hear falling down , if i bend down ",negative,slip hear falling bend
"i know these are hot, but they are not that much better than other units and my wife decided to stick with the corded ones.  same sound quality with no worries about running out of juice.",negative,know hot much better unit wife decided stick corded one sound quality worry running juice
since i received them one side stops working. sometimes comes back. currently no sounds coking out the left bud.,negative,since received side stop working sometimes come back currently sound coking bud
